ELEVATION,LATITUDE,LONGITUDE,MONTH,TSNW_CLASS
516.6,32.8358,-116.7775,1,Low
516.6,32.8358,-116.7775,2,High
516.6,32.8358,-116.7775,3,Low
516.6,32.8358,-116.7775,4,Low
516.6,32.8358,-116.7775,5,Low
516.6,32.8358,-116.7775,6,Low
516.6,32.8358,-116.7775,7,Low
516.6,32.8358,-116.7775,8,Low
516.6,32.8358,-116.7775,9,Low
516.6,32.8358,-116.7775,10,Low
516.6,32.8358,-116.7775,11,Low
516.6,32.8358,-116.7775,12,Low
516.6,32.8358,-116.7775,1,Low
516.6,32.8358,-116.7775,2,Low
516.6,32.8358,-116.7775,3,Low
516.6,32.8358,-116.7775,4,Low
516.6,32.8358,-116.7775,5,Low
516.6,32.8358,-116.7775,6,Low
516.6,32.8358,-116.7775,7,Low
516.6,32.8358,-116.7775,8,Low
516.6,32.8358,-116.7775,9,Low
516.6,32.8358,-116.7775,10,Low
516.6,32.8358,-116.7775,11,Low
516.6,32.8358,-116.7775,12,Low
516.6,32.8358,-116.7775,1,Low
516.6,32.8358,-116.7775,2,Low
516.6,32.8358,-116.7775,3,Low
516.6,32.8358,-116.7775,4,Low
516.6,32.8358,-116.7775,5,Low
516.6,32.8358,-116.7775,6,Low
516.6,32.8358,-116.7775,7,Low
516.6,32.8358,-116.7775,8,Low
516.6,32.8358,-116.7775,9,Low
516.6,32.8358,-116.7775,10,Low
516.6,32.8358,-116.7775,11,Low
516.6,32.8358,-116.7775,12,Low
516.6,32.8358,-116.7775,1,Low
516.6,32.8358,-116.7774,2,Low
516.6,32.8358,-116.7774,3,Low
516.6,32.8358,-116.7774,4,Low
516.6,32.8358,-116.7774,5,Low
516.6,32.8358,-116.7774,6,Low
516.6,32.8358,-116.7774,7,Low
1645.9,41.2683,-120.2947,1,High
1645.9,41.2683,-120.2947,2,High
1645.9,41.2683,-120.2947,3,High
1645.9,41.2683,-120.2947,4,High
1645.9,41.2683,-120.2947,5,High
1645.9,41.2683,-120.2947,6,High
1645.9,41.2683,-120.2947,7,Low
1645.9,41.2683,-120.2947,8,Low
1645.9,41.2683,-120.2947,9,Low
1645.9,41.2683,-120.2947,10,High
1645.9,41.2683,-120.2947,11,High
1645.9,41.2683,-120.2947,12,High
1645.9,41.2683,-120.2947,1,High
1645.9,41.2683,-120.2947,2,High
1645.9,41.2683,-120.2947,3,High
1645.9,41.2683,-120.2947,4,High
1645.9,41.2683,-120.2947,5,High
1645.9,41.2683,-120.2947,6,High
1645.9,41.2683,-120.2947,7,Low
1645.9,41.2683,-120.2947,8,Low
1645.9,41.2683,-120.2947,9,Low
1645.9,41.2683,-120.2947,10,High
1645.9,41.2683,-120.2947,11,High
1645.9,41.2683,-120.2947,12,High
1645.9,41.2683,-120.2947,1,High
1645.9,41.2683,-120.2947,2,High
1645.9,41.2683,-120.2947,3,High
1645.9,41.2683,-120.2947,4,High
1645.9,41.2683,-120.2947,5,High
1645.9,41.2683,-120.2947,6,High
1645.9,41.2683,-120.2947,7,Low
1645.9,41.2683,-120.2947,8,Low
1645.9,41.2683,-120.2947,9,Low
1645.9,41.2683,-120.2947,10,High
1645.9,41.2683,-120.2947,11,Low
1645.9,41.2683,-120.2947,12,High
1645.9,41.2683,-120.2947,1,Low
1645.9,41.2683,-120.2947,2,High
1645.9,41.2683,-120.2947,3,High
1645.9,41.2683,-120.2947,4,High
1645.9,41.2683,-120.2947,5,Low
1645.9,41.2683,-120.2947,6,Low
1645.9,41.2683,-120.2947,7,Low
9.1,37.7983,-122.2642,1,Low
9.1,37.7983,-122.2642,2,Low
9.1,37.7983,-122.2642,3,Low
9.1,37.7983,-122.2642,4,Low
9.1,37.7983,-122.2642,5,Low
9.1,37.7983,-122.2642,6,Low
9.1,37.7983,-122.2642,7,Low
9.1,37.7983,-122.2642,8,Low
9.1,37.7983,-122.2642,9,Low
9.1,37.7983,-122.2642,10,Low
9.1,37.7983,-122.2642,11,Low
9.1,37.7983,-122.2642,12,Low
9.1,37.7983,-122.2642,1,Low
9.1,37.7983,-122.2642,2,Low
9.1,37.7983,-122.2642,3,Low
9.1,37.7983,-122.2642,4,Low
9.1,37.7983,-122.2642,5,Low
9.1,37.7983,-122.2642,6,Low
9.1,37.7983,-122.2642,7,Low
9.1,37.7983,-122.2642,8,Low
9.1,37.7983,-122.2642,9,Low
9.1,37.7983,-122.2642,10,Low
9.1,37.7983,-122.2642,11,Low
9.1,37.7983,-122.2642,12,Low
9.1,37.7983,-122.2642,1,Low
9.1,37.7983,-122.2642,2,Low
9.1,37.7983,-122.2642,3,Low
9.1,37.7983,-122.2642,4,Low
9.1,37.7983,-122.2642,5,Low
9.1,37.7983,-122.2642,6,Low
9.1,37.7983,-122.2642,7,Low
9.1,37.7983,-122.2642,8,Low
9.1,37.7983,-122.2642,9,Low
9.1,37.7983,-122.2642,10,Low
9.1,37.7983,-122.2642,11,Low
9.1,37.7983,-122.2642,12,Low
9.1,37.7983,-122.2642,1,Low
9.1,37.7983,-122.2642,2,Low
9.1,37.7983,-122.2642,3,Low
9.1,37.7983,-122.2642,4,Low
9.1,37.7983,-122.2642,5,Low
9.1,37.7983,-122.2642,6,Low
9.1,37.7983,-122.2642,7,Low
238.7,34.5825,-119.9808,1,Low
238.7,34.5825,-119.9808,2,Low
238.7,34.5825,-119.9808,3,Low
238.7,34.5825,-119.9808,4,Low
238.7,34.5825,-119.9808,5,Low
238.7,34.5825,-119.9808,6,Low
238.7,34.5825,-119.9808,7,Low
238.7,34.5825,-119.9808,8,Low
238.7,34.5825,-119.9816,9,Low
238.7,34.5825,-119.9816,10,Low
238.7,34.5825,-119.9816,11,Low
238.7,34.5825,-119.9816,12,Low
238.7,34.5825,-119.9816,1,Low
238.7,34.5825,-119.9816,2,Low
238.7,34.5825,-119.9816,3,Low
238.7,34.5825,-119.9816,4,Low
238.7,34.5825,-119.9816,5,Low
238.7,34.5825,-119.9816,6,Low
238.7,34.5825,-119.9816,7,Low
238.7,34.5825,-119.9816,8,Low
238.7,34.5825,-119.9816,9,Low
242.3,34.5822,-119.9817,10,Low
242.3,34.5822,-119.9817,11,Low
242.3,34.5822,-119.9817,12,Low
242.3,34.5822,-119.9817,1,Low
242.3,34.5822,-119.9817,2,Low
242.3,34.5822,-119.9817,3,Low
242.3,34.5822,-119.9817,4,Low
242.3,34.5822,-119.9817,5,Low
242.3,34.5822,-119.9817,6,Low
242.3,34.5822,-119.9817,7,Low
242.3,34.5822,-119.9817,8,Low
242.3,34.5822,-119.9817,9,Low
242.3,34.5822,-119.9817,10,Low
242.3,34.5822,-119.9817,11,Low
242.3,34.5822,-119.9817,12,Low
242.3,34.5822,-119.9817,1,Low
242.3,34.5822,-119.9817,2,Low
242.3,34.5822,-119.9817,3,Low
242.3,34.5822,-119.9817,4,Low
242.3,34.5822,-119.9817,5,Low
242.3,34.5822,-119.9817,6,Low
242.3,34.5822,-119.9817,7,Low
246.9,35.6697,-120.6283,1,Low
246.9,35.6697,-120.6283,2,Low
246.9,35.6697,-120.6283,3,Low
246.9,35.6697,-120.6283,4,Low
246.9,35.6697,-120.6283,5,Low
246.9,35.6697,-120.6283,6,Low
246.9,35.6697,-120.6283,7,Low
246.9,35.6697,-120.6283,8,Low
246.9,35.6697,-120.6283,9,Low
246.9,35.6697,-120.6283,10,Low
246.9,35.6697,-120.6283,11,Low
246.9,35.6697,-120.6283,12,Low
246.9,35.6697,-120.6283,1,Low
246.9,35.6697,-120.6283,2,Low
246.9,35.6697,-120.6283,3,Low
246.9,35.6697,-120.6283,4,Low
246.9,35.6697,-120.6283,5,Low
246.9,35.6697,-120.6283,6,Low
246.9,35.6697,-120.6283,7,Low
246.9,35.6697,-120.6283,8,Low
246.9,35.6697,-120.6283,9,Low
246.9,35.6697,-120.6283,10,Low
246.9,35.6697,-120.6283,11,Low
246.9,35.6697,-120.6283,12,Low
246.9,35.6697,-120.6283,1,Low
246.9,35.6697,-120.6283,2,Low
246.9,35.6697,-120.6283,3,Low
246.9,35.6697,-120.6283,4,Low
246.9,35.6697,-120.6283,5,Low
246.9,35.6697,-120.6283,6,Low
246.9,35.6697,-120.6283,7,Low
246.9,35.6697,-120.6283,8,Low
246.9,35.6697,-120.6283,9,Low
246.9,35.6697,-120.6283,10,Low
246.9,35.6697,-120.6283,11,Low
246.9,35.6697,-120.6283,12,Low
246.9,35.6697,-120.6283,1,Low
246.9,35.6697,-120.6283,2,Low
246.9,35.6697,-120.6283,3,Low
246.9,35.6697,-120.6283,4,Low
246.9,35.6697,-120.6283,5,Low
246.9,35.6697,-120.6283,6,Low
246.9,35.6697,-120.6283,7,Low
603.5,41.8391,-122.8502,1,Low
603.5,41.8391,-122.8502,2,Low
603.5,41.8391,-122.8502,3,Low
603.5,41.8391,-122.8502,4,Low
603.5,41.8391,-122.8502,5,Low
603.5,41.8391,-122.8502,6,Low
603.5,41.8391,-122.8502,7,Low
603.5,41.8391,-122.8502,8,Low
603.5,41.8391,-122.8502,9,Low
603.5,41.8391,-122.8502,10,Low
603.5,41.8391,-122.8502,11,Low
603.5,41.8391,-122.8502,12,Low
603.5,41.8391,-122.8502,1,Low
603.5,41.8391,-122.8502,2,High
603.5,41.8391,-122.8502,3,Low
603.5,41.8391,-122.8502,4,Low
603.5,41.8391,-122.8502,5,Low
603.5,41.8391,-122.8502,6,Low
603.5,41.8391,-122.8502,7,Low
603.5,41.8391,-122.8502,8,Low
603.5,41.8391,-122.8502,9,Low
603.5,41.8391,-122.8502,10,Low
603.5,41.8391,-122.8502,11,Low
603.5,41.8391,-122.8502,12,Low
603.5,41.8391,-122.8502,1,Low
603.5,41.8391,-122.8502,2,Low
603.5,41.8391,-122.8502,3,Low
603.5,41.8391,-122.8502,4,Low
603.5,41.8391,-122.8502,5,Low
603.5,41.8391,-122.8502,6,Low
603.5,41.8391,-122.8502,7,Low
603.5,41.8391,-122.8502,8,Low
603.5,41.8391,-122.8502,9,Low
603.5,41.8391,-122.8502,10,Low
603.5,41.8391,-122.8502,11,Low
603.5,41.8391,-122.8502,12,High
603.5,41.8391,-122.8502,1,Low
603.5,41.8391,-122.8502,2,Low
603.5,41.8391,-122.8502,3,Low
603.5,41.8391,-122.8502,4,Low
603.5,41.8391,-122.8502,5,Low
603.5,41.8391,-122.8502,6,Low
603.5,41.8391,-122.8502,7,Low
82,35.4047,-119.4731,1,Low
82,35.4047,-119.4731,2,Low
82,35.4047,-119.4731,3,Low
82,35.4047,-119.4731,4,Low
82,35.4047,-119.4731,5,Low
82,35.4047,-119.4731,6,Low
82,35.4047,-119.4731,7,Low
82,35.4047,-119.4731,8,Low
82,35.4047,-119.4731,9,Low
82,35.4047,-119.4731,10,Low
82,35.4047,-119.4731,11,Low
82,35.4047,-119.4731,12,Low
82,35.4047,-119.4731,1,Low
82,35.4047,-119.4731,2,Low
82,35.4047,-119.4731,3,Low
82,35.4047,-119.4731,4,Low
82,35.4047,-119.4731,5,Low
82,35.4047,-119.4731,6,Low
82,35.4047,-119.4731,7,Low
82,35.4047,-119.4731,8,Low
82,35.4047,-119.4731,9,Low
82,35.4047,-119.4731,10,Low
82,35.4047,-119.4731,11,Low
82,35.4047,-119.4731,12,Low
82,35.4047,-119.4731,1,Low
82,35.4047,-119.4731,2,Low
82,35.4047,-119.4731,3,Low
82,35.4047,-119.4731,4,Low
82,35.4047,-119.4731,5,Low
82,35.4047,-119.4731,6,Low
82,35.4047,-119.4731,7,Low
82,35.4047,-119.4731,8,Low
82,35.4047,-119.4731,9,Low
82,35.4047,-119.4731,10,Low
82,35.4047,-119.4731,11,Low
82,35.4047,-119.4731,12,Low
82,35.4047,-119.4731,1,Low
82,35.4047,-119.4731,2,Low
82,35.4047,-119.4731,3,Low
82,35.4047,-119.4731,4,Low
82,35.4047,-119.4731,5,Low
68.6,35.4028,-119.47,6,Low
68.6,35.4028,-119.47,7,Low
222.5,35.6277,-120.6855,1,Low
222.5,35.6277,-120.6855,2,Low
222.5,35.6277,-120.6855,3,Low
222.5,35.6277,-120.6855,4,Low
222.5,35.6277,-120.6855,5,Low
222.5,35.6277,-120.6855,6,Low
222.5,35.6277,-120.6855,7,Low
222.5,35.6277,-120.6855,8,Low
222.5,35.6277,-120.6855,9,Low
222.5,35.6277,-120.6855,10,Low
222.5,35.6277,-120.6855,11,Low
222.5,35.6277,-120.6855,12,Low
222.5,35.6277,-120.6855,1,Low
222.5,35.6277,-120.6855,2,Low
222.5,35.6277,-120.6855,3,Low
222.5,35.6277,-120.6855,4,Low
222.5,35.6277,-120.6855,5,Low
222.5,35.6277,-120.6855,6,Low
222.5,35.6277,-120.6855,7,Low
222.5,35.6277,-120.6855,8,Low
222.5,35.6277,-120.6855,9,Low
222.5,35.6277,-120.6855,10,Low
222.5,35.6277,-120.6855,11,Low
222.5,35.6277,-120.6855,12,Low
222.5,35.6277,-120.6855,1,Low
222.5,35.6277,-120.6855,2,Low
222.5,35.6277,-120.6855,3,Low
222.5,35.6277,-120.6855,4,Low
222.5,35.6277,-120.6855,5,Low
222.5,35.6277,-120.6855,6,Low
222.5,35.6277,-120.6855,7,Low
222.5,35.6277,-120.6855,8,Low
222.5,35.6277,-120.6855,9,Low
222.5,35.6277,-120.6855,10,Low
222.5,35.6277,-120.6855,11,Low
222.5,35.6277,-120.6855,12,Low
222.5,35.6277,-120.6855,1,Low
222.5,35.6277,-120.6855,2,Low
222.5,35.6277,-120.6855,3,Low
222.5,35.6277,-120.6855,4,Low
222.5,35.6277,-120.6855,5,Low
222.5,35.6277,-120.6855,6,Low
222.5,35.6277,-120.6855,7,Low
256,33.9511,-117.388,1,Low
256,33.9511,-117.388,2,Low
256,33.9511,-117.388,3,Low
256,33.9511,-117.388,4,Low
256,33.9511,-117.388,5,Low
256,33.9511,-117.388,6,Low
256,33.9511,-117.388,7,Low
256,33.9511,-117.388,8,Low
256,33.9511,-117.388,9,Low
256,33.9511,-117.388,10,Low
256,33.9511,-117.388,11,Low
256,33.9511,-117.388,12,Low
256,33.9511,-117.388,1,Low
256,33.9511,-117.388,2,Low
256,33.9511,-117.388,3,Low
256,33.9511,-117.388,4,Low
256,33.9511,-117.388,5,Low
256,33.9511,-117.388,6,Low
256,33.9511,-117.388,7,Low
256,33.9511,-117.388,8,Low
256,33.9511,-117.388,9,Low
256,33.9511,-117.388,10,Low
256,33.9511,-117.388,11,Low
256,33.9511,-117.388,12,Low
256,33.9511,-117.388,1,Low
256,33.9511,-117.388,2,Low
256,33.9511,-117.388,3,Low
256,33.9511,-117.388,4,Low
256,33.9511,-117.388,5,Low
256,33.9511,-117.388,6,Low
256,33.9511,-117.388,7,Low
256,33.9511,-117.388,8,Low
256,33.9511,-117.388,9,Low
256,33.9511,-117.388,10,Low
256,33.9511,-117.388,11,Low
256,33.9511,-117.388,12,Low
256,33.9511,-117.388,1,Low
256,33.9511,-117.388,2,Low
256,33.9511,-117.388,3,Low
256,33.9511,-117.388,4,Low
256,33.9511,-117.388,5,Low
256,33.9511,-117.388,6,Low
256,33.9511,-117.388,7,Low
1011.9,39.165,-120.8566,1,Low
1011.9,39.165,-120.8566,2,Low
1011.9,39.165,-120.8566,3,Low
1011.9,39.165,-120.8566,4,Low
1011.9,39.165,-120.8566,5,Low
1011.9,39.165,-120.8566,6,Low
1011.9,39.165,-120.8566,7,Low
1011.9,39.165,-120.8566,8,Low
1011.9,39.165,-120.8566,9,Low
1011.9,39.165,-120.8566,10,Low
1011.9,39.165,-120.8566,11,High
1011.9,39.165,-120.8566,12,Low
1011.9,39.165,-120.8566,1,Low
1011.9,39.165,-120.8566,2,Low
1011.9,39.165,-120.8566,3,Low
1011.9,39.165,-120.8566,4,Low
1011.9,39.165,-120.8566,5,Low
1011.9,39.165,-120.8566,6,Low
1011.9,39.165,-120.8566,7,Low
1011.9,39.165,-120.8566,8,Low
1011.9,39.165,-120.8566,9,Low
1011.9,39.165,-120.8566,10,Low
1011.9,39.165,-120.8566,11,Low
1011.9,39.165,-120.8566,12,High
1011.9,39.165,-120.8566,1,High
1011.9,39.165,-120.8566,2,High
1011.9,39.165,-120.8566,3,Low
1011.9,39.165,-120.8566,4,Low
1011.9,39.165,-120.8566,5,Low
1011.9,39.165,-120.8566,6,Low
1011.9,39.165,-120.8566,7,Low
1011.9,39.165,-120.8566,8,Low
1011.9,39.165,-120.8566,9,Low
1011.9,39.165,-120.8566,10,Low
1011.9,39.165,-120.8566,11,Low
1011.9,39.165,-120.8566,12,High
1011.9,39.165,-120.8566,1,Low
1011.9,39.165,-120.8566,2,Low
1011.9,39.165,-120.8566,3,Low
1011.9,39.165,-120.8566,4,High
1011.9,39.165,-120.8566,5,Low
1011.9,39.165,-120.8566,6,Low
1011.9,39.165,-120.8566,7,Low
263.3,34.1481,-118.1444,1,Low
263.3,34.1481,-118.1444,2,Low
263.3,34.1481,-118.1444,3,Low
263.3,34.1481,-118.1444,4,Low
263.3,34.1481,-118.1444,5,Low
263.3,34.1481,-118.1444,6,Low
263.3,34.1481,-118.1444,7,Low
263.3,34.1481,-118.1444,8,Low
263.3,34.1481,-118.1444,9,Low
263.3,34.1481,-118.1444,10,Low
263.3,34.1481,-118.1444,11,Low
263.3,34.1481,-118.1444,12,Low
263.3,34.1481,-118.1444,1,Low
263.3,34.1481,-118.1444,2,Low
263.3,34.1481,-118.1444,3,Low
263.3,34.1483,-118.1447,4,Low
263.3,34.1483,-118.1447,5,Low
263.3,34.1483,-118.1447,6,Low
263.3,34.1483,-118.1447,7,Low
263.3,34.1483,-118.1447,8,Low
263.3,34.1483,-118.1447,9,Low
263.3,34.1483,-118.1447,10,Low
263.3,34.1483,-118.1447,11,Low
263.3,34.1483,-118.1447,12,Low
263.3,34.1483,-118.1447,1,Low
263.3,34.1483,-118.1447,2,Low
263.3,34.1483,-118.1447,3,Low
263.3,34.1483,-118.1447,4,Low
263.3,34.1483,-118.1447,5,Low
263.3,34.1483,-118.1447,6,Low
263.3,34.1483,-118.1447,7,Low
263.3,34.1483,-118.1447,8,Low
263.3,34.1483,-118.1447,9,Low
263.3,34.1483,-118.1447,10,Low
263.3,34.1483,-118.1447,11,Low
263.3,34.1483,-118.1447,12,Low
263.3,34.1483,-118.1447,1,Low
263.3,34.1483,-118.1447,2,Low
263.3,34.1483,-118.1447,3,Low
263.3,34.1483,-118.1447,4,Low
263.3,34.1483,-118.1447,5,Low
263.3,34.1483,-118.1447,6,Low
263.3,34.1483,-118.1447,7,Low
156.4,36.3817,-119.0264,1,Low
156.4,36.3817,-119.0264,2,Low
156.4,36.3817,-119.0264,3,Low
156.4,36.3817,-119.0264,4,Low
156.4,36.3817,-119.0264,5,Low
156.4,36.3817,-119.0264,6,Low
156.4,36.3817,-119.0264,7,Low
156.4,36.3817,-119.0264,8,Low
156.4,36.3817,-119.0264,9,Low
156.4,36.3817,-119.0264,10,Low
156.4,36.3817,-119.0264,11,Low
156.4,36.3817,-119.0264,12,Low
156.4,36.3817,-119.0264,1,Low
156.4,36.3817,-119.0264,2,Low
156.4,36.3817,-119.0264,3,Low
156.4,36.3817,-119.0264,4,Low
156.4,36.3817,-119.0264,5,Low
156.4,36.3817,-119.0264,6,Low
156.4,36.3817,-119.0264,7,Low
156.4,36.3817,-119.0264,8,Low
156.4,36.3817,-119.0264,9,Low
156.4,36.3817,-119.0264,10,Low
156.4,36.3817,-119.0264,11,Low
156.4,36.3817,-119.0264,12,Low
156.4,36.3817,-119.0264,1,Low
156.4,36.3817,-119.0264,2,Low
156.4,36.3817,-119.0264,3,Low
156.4,36.3817,-119.0264,4,Low
156.4,36.3817,-119.0264,5,Low
156.4,36.3817,-119.0264,6,Low
156.4,36.3817,-119.0264,7,Low
156.4,36.3817,-119.0264,8,Low
156.4,36.3817,-119.0264,9,Low
156.4,36.3817,-119.0264,10,Low
156.4,36.3817,-119.0264,11,Low
156.4,36.3817,-119.0264,12,Low
156.4,36.3817,-119.0264,1,Low
156.4,36.3817,-119.0264,2,Low
156.4,36.3817,-119.0264,3,Low
156.4,36.3817,-119.0264,4,Low
156.4,36.3817,-119.0264,5,Low
156.4,36.3817,-119.0264,6,Low
156.4,36.3817,-119.0264,7,Low
823,33.2372,-116.7614,1,Low
823,33.2372,-116.7614,2,Low
823,33.2372,-116.7614,3,Low
823,33.2372,-116.7614,4,Low
823,33.2372,-116.7614,5,Low
823,33.2372,-116.7614,6,Low
823,33.2372,-116.7614,7,Low
823,33.2372,-116.7614,8,Low
823,33.2372,-116.7614,9,Low
823,33.2372,-116.7614,10,Low
823,33.2372,-116.7614,11,Low
823,33.2372,-116.7614,12,Low
823,33.2372,-116.7614,1,Low
823,33.2372,-116.7614,2,Low
823,33.2372,-116.7614,3,Low
823,33.2372,-116.7614,4,Low
823,33.2372,-116.7614,5,Low
823,33.2372,-116.7614,6,Low
823,33.2372,-116.7614,7,Low
823,33.2372,-116.7614,8,Low
823,33.2372,-116.7614,9,Low
823,33.2372,-116.7614,10,Low
823,33.2372,-116.7614,11,Low
823,33.2372,-116.7614,12,Low
823,33.2372,-116.7614,1,Low
823,33.2372,-116.7614,2,Low
823,33.2372,-116.7614,3,Low
823,33.2372,-116.7614,4,Low
823,33.2372,-116.7614,5,Low
823,33.2372,-116.7614,6,Low
823,33.2372,-116.7614,7,Low
823,33.2372,-116.7614,8,Low
823,33.2372,-116.7614,9,Low
823,33.2372,-116.7614,10,Low
823,33.2372,-116.7614,11,Low
823,33.2372,-116.7614,12,Low
823,33.2372,-116.7614,1,Low
823,33.2372,-116.7614,2,Low
823,33.2372,-116.7614,3,Low
823,33.2372,-116.7614,4,Low
823,33.2372,-116.7614,5,Low
823,33.2372,-116.7614,6,Low
823,33.2372,-116.7614,7,Low
118,41.8452,-123.9647,1,Low
118,41.8452,-123.9647,2,Low
118,41.8452,-123.9647,3,Low
118,41.8452,-123.9647,4,Low
118,41.8452,-123.9647,5,Low
118,41.8452,-123.9647,6,Low
118,41.8452,-123.9647,7,Low
118,41.8452,-123.9647,8,Low
118,41.8452,-123.9647,9,Low
118,41.8452,-123.9647,10,Low
118,41.8452,-123.9647,11,Low
118,41.8452,-123.9647,12,Low
118,41.8452,-123.9647,1,Low
118,41.8452,-123.9647,2,Low
118,41.8452,-123.9647,3,Low
118,41.8452,-123.9647,4,Low
118,41.8452,-123.9647,5,Low
118,41.8452,-123.9647,6,Low
118,41.8452,-123.9647,7,Low
118,41.8452,-123.9647,8,Low
118,41.8452,-123.9647,9,Low
118,41.8452,-123.9647,10,Low
118,41.8452,-123.9647,11,Low
118,41.8452,-123.9647,12,Low
118,41.8452,-123.9647,1,Low
118,41.8452,-123.9647,2,Low
118,41.8452,-123.9647,3,Low
118,41.8452,-123.9647,4,Low
118,41.8452,-123.9647,5,Low
118,41.8452,-123.9647,6,Low
118,41.8452,-123.9647,7,Low
118,41.8452,-123.9647,8,Low
118,41.8452,-123.9647,9,Low
118,41.8452,-123.9647,10,Low
118,41.8452,-123.9647,11,Low
118,41.8452,-123.9647,12,Low
118,41.8452,-123.9647,1,Low
118,41.8452,-123.9647,2,Low
118,41.8452,-123.9647,3,Low
118,41.8452,-123.9647,4,Low
118,41.8452,-123.9647,5,Low
118,41.8452,-123.9647,6,Low
118,41.8452,-123.9647,7,Low
1389.9,40.1703,-121.0883,1,High
1389.9,40.1703,-121.0883,2,High
1389.9,40.1703,-121.0883,3,High
1389.9,40.1703,-121.0883,4,High
1389.9,40.1703,-121.0883,5,High
1389.9,40.1703,-121.0883,6,High
1389.9,40.1703,-121.0883,7,Low
1389.9,40.1703,-121.0883,8,Low
1389.9,40.1703,-121.0883,9,Low
1389.9,40.1703,-121.0883,10,Low
1389.9,40.1703,-121.0883,11,High
1389.9,40.1705,-121.0886,12,High
1389.9,40.1705,-121.0886,1,Low
1389.9,40.1705,-121.0886,2,Low
1389.9,40.1705,-121.0886,3,Low
1389.9,40.1705,-121.0886,4,Low
1389.9,40.1705,-121.0886,5,Low
1389.9,40.1705,-121.0886,6,Low
1389.9,40.1705,-121.0886,7,Low
1389.9,40.1705,-121.0886,8,Low
1389.9,40.1705,-121.0886,9,Low
1389.9,40.1705,-121.0886,10,Low
1389.9,40.1705,-121.0886,11,Low
1389.9,40.1705,-121.0886,12,High
1389.9,40.1705,-121.0886,1,Low
1389.9,40.1705,-121.0886,2,High
1389.9,40.1705,-121.0886,3,Low
1389.9,40.1705,-121.0886,4,Low
1389.9,40.1705,-121.0886,5,Low
1389.9,40.1705,-121.0886,6,Low
1389.9,40.1705,-121.0886,7,Low
2071.7,37.9567,-119.1194,1,High
2071.7,37.9567,-119.1194,2,High
2071.7,37.9567,-119.1194,3,High
2071.7,37.9567,-119.1194,4,High
2071.7,37.9567,-119.1194,5,High
2071.7,37.9567,-119.1194,6,Low
2071.7,37.9567,-119.1194,7,Low
2071.7,37.9567,-119.1194,8,Low
2071.7,37.9567,-119.1194,9,Low
2071.7,37.9567,-119.1194,10,High
2071.7,37.9567,-119.1194,11,High
2071.7,37.9567,-119.1194,12,High
2071.7,37.9567,-119.1194,1,High
2071.7,37.9567,-119.1194,2,High
2071.7,37.9567,-119.1194,3,High
2071.7,37.9567,-119.1194,4,High
2071.7,37.9567,-119.1194,5,High
2071.7,37.9567,-119.1194,6,Low
2071.7,37.9567,-119.1194,7,Low
2071.7,37.9567,-119.1194,8,Low
2071.7,37.9567,-119.1194,9,Low
2071.7,37.9567,-119.1194,10,High
2071.7,37.9567,-119.1194,11,High
2071.7,37.9567,-119.1194,12,High
2071.7,37.9567,-119.1194,1,High
2071.7,37.9567,-119.1194,2,High
2071.7,37.9567,-119.1194,3,High
2071.7,37.9567,-119.1194,4,High
2071.7,37.9567,-119.1194,5,Low
2071.7,37.9567,-119.1194,6,Low
2071.7,37.9567,-119.1194,7,Low
2071.7,37.9567,-119.1194,8,Low
